,text,label
26348,"Pantoprazole (As Sodium
Sesquihydrate) + Domperidone, Modified Release Capsule, -",Prescription Drug (RX)
26349,"Colistimethate Sodium, Lyophilized Powder For Injection (I.V.), -",Prescription Drug (RX)
26350,"Citicoline Sodium, Solution for infusion (I.V.), -",Prescription Drug (RX)
26351,"5% Dextrose in 0.9% Sodium Chloride, Solution For Intravenous Infusion, -",Prescription Drug (RX)
26352,"Oral Poliomyelitis Vaccine (Types 1 and 3)[ Live, Attenuated], Solution for Oral Administration, Vaccines",Prescription Drug (RX)
26353,"Donepezil hydrochloride, Orodispersible Tablet, -",Prescription Drug (RX)
26354,"Atorvastatin Calcium, Film-Coated Tablet, -",Prescription Drug (RX)
26355,"Ampicillin (as sodium), Powder for Injection, -",Prescription Drug (RX)
26356,"Ceftriaxone (as sodium), Powder For Injection (I.M./I.V.), -",Prescription Drug (RX)
26357,"Cefixime (as trihydrate), Film-Coated Tablet, -",Prescription Drug (RX)
26358,"Roflumilast, Tablet, -",Prescription Drug (RX)
26359,"AMlodipine (as besilate), Tablet, -",Prescription Drug (RX)
26360,"Budesonide, Suspension for Nebulization, Drug for obstructive airway disease (Glucocorticoid)",Prescription Drug (RX)
26361,"Budesonide, Suspension for Nebulization, -",Prescription Drug (RX)
26362,"Ketoanalogues + Essential Amino Acids, Film-Coated Tablets, Renal Nutrition Therapy",Prescription Drug (RX)
26363,"Propanolol Hydrochloride, Tablet, Non-Selective Beta-blocking Agent",Prescription Drug (RX)
26364,"Pregabalin, Capsule, -",Prescription Drug (RX)
26365,"Rifampicin + Isoniazid, Film-Coated Tablet, -",Prescription Drug (RX)
26366,"Rosuvastatin (As Calcium), Film-Coated Tablet, -",Prescription Drug (RX)
26367,"Methylprednisolone (as sodium succinate), Powder For Injection (IM/IV), -",Prescription Drug (RX)
26368,"Leuprolide Acetate, Powder For Injection (IM/SC), -",Prescription Drug (RX)
26369,"Mupirocin, Topical Ointment, Antibacterial",Prescription Drug (RX)
26370,"Mupirocin, Topical Ointment, Antibacterial",Prescription Drug (RX)
26371,"Methyl Salicylate + Camphor + Menthol, Liniment, Counterirritant",Household Remedy (HR)
26372,"Pomalidomide, Capsule, -",Prescription Drug (RX)
26373,"Pomalidomide, Capsule, -",Prescription Drug (RX)
26374,"Pomalidomide, Capsule, -",Prescription Drug (RX)
26375,"Pomalidomide, Capsule, -",Prescription Drug (RX)
26376,"Ascorbic Acid, Tablet, -",Over-the-Counter (OTC)
26377,"Methyl Salicylate + Camphor + Menthol, Liniment, -",Household Remedy (HR)
26378,"Olanzapine, Orally Disintegrating Tablet, -",Prescription Drug (RX)
26379,"Florfenicol (Vet.), Solution For Injection (IM), -",Prescription Drug (RX)
26380,"Petroleum Jelly, Ointment, -",Over-the-Counter (OTC)
26381,"Petroleum Jelly, Ointment, -",Over-the-Counter (OTC)
26382,"Petroleum Jelly, Ointment, -",Over-the-Counter (OTC)
26383,"Cholecalciferol (Vitamin D3)+ Minerals, Film Coated Tablet, -",Over-the-Counter (OTC) Drug
26384,"Colistimethate Sodium, Lyophilized Powder For Injection (I.V.), -",Prescription Drug (RX)
26385,"Dexmedetomidine (as hydrochloride), Solution For Intravenous Infusion), -",Prescription Drug (RX)
26386,"Mefenamic Acid, Film-Coated Tablet, Non-Steroidal Anti-inflammatory Drug  (NSAID)/ Antirheumatic",Prescription Drug (RX)
26387,"Ethyl Alcohol, Topical Solution, -",Household Remedy (HR)
26388,"Rivaroxaban, Film-Coated Tablet, -",Prescription Drug (RX)
26389,"Tenofovir disoproxil fumarate + Lamivudine
Efavirenz, Film-Coated Tablet, -",Prescription Drug (RX)
26390,"Olanzapine, Orally Disintegrating Tablet, -",Prescription Drug (RX)
26391,"Tranexamic Acid, Solution for Injection 
(I.M./I.V.), Antifibrinolytic (Amino Acid)",Prescription Drug (RX)
26392,"Aluminum Hydroxide + Magnesium Hydroxide + 
Simethicone, Chewable Tablet, -",Over-the-Counter (OTC) Drug
26393,"Mometasone Furoate, Cream, -",Over-the-Counter (OTC)
26394,"Mupirocin, Ointment, Antibacterial (Antibiotic for Topical Use)",Over-the-Counter (OTC)
26395,"Ascorbic Acid + Zinc, Chewable Tablet, -",Over-the-Counter (OTC)
26396,"Vildagliptin, Tablet, -",Prescription Drug (RX)
26397,"Amoxicillin (as trihydrate), Capsule, -",Prescription Drug (RX)
26398,"Sodium Valproate, Oral Solution, -",Prescription Drug (RX)
26399,"Ampicillin (as sodium), Powder For Injection (IM/IV), -",Prescription Drug (RX)
26400,"Pregabalin, Capsule, -",Prescription Drug (RX)
26401,"Apixaban, Film-Coated Tablet, -",Prescription Drug (RX)
26402,"Apixaban, Film-Coated Tablet, -",Prescription Drug (RX)
26403,"Apixaban, Film-Coated Tablet, Antithrombotic agent (Direct factor Xa inhibitor)",Prescription Drug (RX)
26404,"Donepezil Hydrochloride, Orodispersible Tablet, -",Prescription (Rx) Drug
26405,"Cilostazol, Controlled-Release Tablet, -",Prescription Drug (RX)
26406,"Gemcitabine (As Hydrochloride), Lyophilized Powder for IV Infusion, -",Prescription Drug (RX)
26407,"Gemcitabine (As Hydrochloride), Powder for IV Infusion, -",Prescription Drug (RX)
26408,"Clobetasol Propionate, Cream, -",Prescription Drug (RX)
26409,"Cefixime (as trihydrate), Film Coated Tablet, -",Prescription Drug (RX)
26410,"Cefixime (as trihydrate), Film-Coated Tablet, -",Prescription Drug (RX)
26411,"Telmisartan, Tablet, -",Prescription Drug (RX)
26412,"Febuxostat, Film-Coated Tablet, -",Prescription (Rx) Drug
26413,"Ceftriaxone (as sodium), Powder For Injection (IM/IV), -",Prescription Drug (RX)
26414,"Telmisartan, Tablet, -",Prescription Drug (RX)
26415,"Vancomycin (as hydrochloride), Powder For Injection (I.V.), -",Prescription Drug (RX)
26416,"Cefoxitin (as sodium), Powder For Injection (IM/IV), -",Prescription Drug (RX)
26417,"Cefuroxime ( as sodium ), Powder For Injection (IM/IV), Antibacterial (Second-generation Cephalosporin)",Prescription Drug (RX)
26418,"Cisplatin, Concentrate Solution For I.V. Infusion, -",Prescription Drug (RX)
26419,"Ceftriaxone Sodium + Sulbactam Sodium, Powder for Injection (IM/IV), -",Prescription Drug (RX)
26420,"Ceftriaxone (as sodium) + Sulbactam (as sodium), Powder for Injection (IM/IV), -",Prescription Drug (RX)
26421,"Lacosamide, Film-Coated Tablet, -",Prescription Drug (RX)
26422,"Lacosamide, Film-Coated Tablet, -",Prescription Drug (RX)
26423,"Lacosamide, Film-Coated Tablet, -",Prescription Drug (RX)
26424,"Febuxostat, Film-Coated Tablet, Anti-gout (Preparation Inhibiting Uric Acid Production)",Prescription Drug (Rx)
26425,"Meropenem (as trihydrate), Powder For Injection (I.V.), -",Prescription Drug (RX)
26426,"Febuxostat, Film-Coated Tablet, -",Prescription Drug (RX)
26427,"Cefixime (as trihydrate), Film Coated Tablet, -",Prescription Drug (RX)
26428,"Bosentan (As Monohydrate), Film-Coated Tablet, -",Prescription Drug (RX)
26429,"Bosentan (as monohydrate), Film-Coated Tablet, -",Prescription Drug (RX)
26430,"Desvenlafaxine (as succinate monohydrate), Controlled-Release Tablet, -",Prescription Drug (RX)
26431,"Desvenlafaxine (As succinate monohydrate), Controlled-Release Tablet, -",Prescription (RX) Drug
26432,"Febuxostat, Film-Coated Tablet, Anti-gout (Preparation Inhibiting Uric Acid Production)",Prescription Drug (Rx)
26433,"Paracetamol, Tablet, -",Over-the-Counter (OTC)
26434,"Paracetamol, Tablet, -",Over-the-Counter (OTC)
26435,"Propranolol Hydrochloride, Film-Coated Tablet, -",Prescription Drug (RX)
26436,"Propranolol Hydrochloride, Film-Coated Tablet, -",Prescription Drug (RX)
26437,"Potassium Citrate, Extended-Release Tablet, -",Prescription Drug (RX)
26438,"Ascorbic Acid + Zinc, Chewable Tablet, -",Over-the-Counter (OTC)
26439,"Etoricoxib, Film-Coated Tablet, -",Prescription Drug (RX)
26440,"Fluconazole, Capsule, -",Prescription Drug (RX)
26441,"Amlodipine ( as besilate), Tablet, -",Prescription Drug (RX)
26442,"Dapagliflozin, Film-Coated Tablet, -",Prescription Drug (RX)
26443,"Citicoline Sodium, Film-Coated Tablet, -",Prescription Drug (RX)
26444,"Citicoline (as sodium), Film-Coated Tablet, -",Prescription Drug (RX)
26445,"Hypromellose, Ophthalmic Solution, Eye Lubricant",Prescription Drug (RX)
26446,"Losartan Potassium + Hydrochlorothiazide, Film-Coated Tablet, -",Prescription Drug (RX)
26447,"Paclitaxel, Concentrate For Solution For Infusion, -",Prescription Drug (RX)
26448,"Enalapril Maleate, Tablet, -",Prescription Drug (RX)
26449,"Levocetirizine Dihydrochloride, Film-Coated Tablet, -",Prescription Drug (RX)
26450,"Betamethasone ( as dipropionate), Topical Cream, -",Prescription Drug (RX)
26451,"Tioconazole + Tinidazole, Vaginal Soft Gel capsule, -",Prescription Drug (RX)
26452,"Anastrozole, Film-Coated Tablet, -",Prescription Drug (RX)
26453,"Ketoanalogues + Essential Amino Acids, Film-coated Tablet, Renal Nutrition Therapy",Prescription Drug (RX)
26454,"Omeprazole, Capsule, -",Prescription Drug (RX)
26455,"Norepinephrine, Concentrate Solution For Infusion (I.V.), -",Prescription Drug (RX)
26456,"Clotimazole, Cream, -",Over-the-Counter (OTC) Drug
26457,"Tranexamic Acid, Solution For Injection (IV), -",Prescription Drug (RX)
26458,"Olmesartan Medoxomil, Film-Coated Tablet, -",Prescription Drug (RX)
26459,"Olmesartan Medoxomil, Film-Coated Tablet, -",Prescription Drug (RX)
26460,"Tramadol Hydrochloride + Paracetamol, Film-Coated Tablet, -",Prescription Drug (RX)
26461,"Tranexamic Acid, Solution For Injection (IM/IV), -",Prescription Drug (RX)
26462,"Co-Amoxiclav, Powder For Suspension, -",Prescription Drug (RX)
26463,"Atracurium Besylate, Solution for Injection (IV), -",Prescription (Rx) Drug
26464,"Dopamine Hydrochloride, Solution for Injection (I.V.), -",Prescription Drug (RX)
26465,"Atorvastatin (as calcium trihydrate), Film-Coated Tablet, -",Prescription Drug (RX)
26466,"Atorvastatin (as calcium trihydrate), Film-Coated Tablet, -",Prescription Drug (RX)
26467,"Cefuroxime (As Axetil), Film-Coated Tablet, -",Prescription Drug (RX)
26468,"Cefuroxime (As Axetil), Film-Coated Tablet, -",Prescription Drug (RX)
26469,"Ketoanalogues and Essential Amino Acids, Film-Coated Tablets, Renal Nutrition Therapy",Prescription Drug (RX)
26470,"Cisatracurium ( As Besilate), Solution for Injcetion (IV), -",Prescription Drug (RX)
26471,"Sorafenib Tosylate, Film-Coated Tablet, -",Prescription Drug (RX)
26472,"Salbutamol (as sulfate) + Guaifenesin, Syrup, -",Prescription Drug (RX)
26473,"Cetirizine (as hydrochloride), Film-Coated Tablet, -",Prescription Drug (RX)
26474,"Voriconazole, Lyophilized Powder for Injection (IV Infusion), -",Prescription Drug (RX)
26475,"Cilostazol, Tablet, -",Prescription Drug (RX)
26476,"Mupirocin, Topical Ointment, -",Prescription Drug (RX)
26477,"Aciclovir, Solution for IV Infusion, -",Prescription Drug (RX)
26478,"Clonidine hydrochloride, Solution For Injection (Im/Iv), -",Prescription Drug (RX)
26479,"Pantoprazole (as sodium sesquihydrate) + 
Domperidone (as maleate), Modified Release Capsule, -",Prescription Drug (RX)
26480,"Apixaban, Film-Coated Tablet, -",Prescription Drug (RX)
26481,"Apixaban, Film-Coated Tablet, -",Prescription Drug (RX)
26482,"Glucose (as monohydrate), Solution for IV Infusion, -",Prescription Drug (RX)
26483,"Chamomile Oil (Aceite Manzanilla), Oil, -",Household Remedy (HR)
26484,"Telmisartan + Amlodipine (As Besilate), Tablet, -",Prescription Drug (RX)
26485,"Telmisartan + Amlodipine (As Besilate), Tablet, -",Prescription Drug (RX)
26486,"Telmisartan + Amlodipine (As Besilate), Tablet, -",Prescription Drug (RX)
26487,"Telmisartan + Amlodipine (As Besilate), Tablet, -",Prescription Drug (RX)
26488,"Telmisartan + Amlodipine (As Besilate), Tablet, -",Prescription Drug (RX)
26489,"Telmisartan + Amlodipine (As Besilate), Tablet, -",Prescription Drug (RX)
26490,"Telmisartan + Amlodipine (As Besilate), Tablet, -",Prescription Drug (RX)
26491,"Telmisartan + Amlodipine (As Besilate), Tablet, -",Prescription Drug (RX)
26492,"Ifosfamide, Lyophilized Powder for Concentrate for Solution for 
IV Infusion, -",Prescription Drug (RX)
26493,"Oxymetazoline Hydrochloride, Nasal Spray, -",Over-the-Counter (OTC)
26494,"Oxymetazoline Hydrochloride, Nasal Spray, -",Over-the-Counter (OTC)
26495,"Dutasteride, Softgel Capsule, -",Prescription Drug (RX)
26496,"Rivaroxaban, Film-Coated Tablet, -",Prescription Drug (RX)
26497,"Atorvastatin (As Calcium), Film-Coated Tablet, -",Prescription Drug (RX)
26498,"Atorvastatin (As Calcium), Film-Coated Tablet, -",Prescription Drug (RX)
26499,"Atorvastatin (As Calcium), Film-Coated Tablet, -",Prescription Drug (RX)
26500,"Atorvastatin (As Calcium), Film-Coated Tablet, -",Prescription Drug (RX)
26501,"Apixaban, Film-Coated Tablet, Antithrombotic agent (Direct factor Xa inhibitor)",Prescription Drug (Rx)
26502,"Glimepiride, Tablet, -",Prescription Drug (RX)
26503,"Glimepiride, Tablet, -",Prescription Drug (RX)
26504,"Isopropyl Alcohol, Topical Solution, -",Household Remedy (HR)
26505,"Isopropyl Alcohol, Topical Solution, -",Household Remedy (HR)
26506,"Isopropyl Alcohol, Topical Solution, -",Household Remedy (HR)
26507,"Isopropyl Alcohol, Topical Solution, -",Household Remedy (HR)
26508,"Sorafenib (as tosilate), Film Coated Tablet, Antineoplastic Agent (Protein Kinase Inhibitor)",Prescription Drug (RX)
26509,"Factor VIII Inhibitor Bypassing Activity, Powder for Solution for 
Infusion (IV), Blood Coagulation Factors",Prescription Drug (RX)
26510,"Powder for Solution for 
Infusion (IV), Powder for Solution for 
Infusion (IV), Blood Coagulation Factors",Prescription Drug (RX)
26511,"Acetylcysteine, Effervescent Tablet, -",Prescription Drug (RX)
26512,"Lisinopril (as dihydrate), Tablet, -",Prescription Drug (RX)
26513,"Lisinopril (as dihydrate), Tablet, -",Prescription Drug (RX)
26514,"Lisinopril (as dihydrate), Tablet, -",Prescription Drug (RX)
26515,"Betamethasone (as valerate), Cream, -",Prescription Drug (RX)
26516,"Lidocaine Hydrochloride, Solution For Injection (IV), -",Prescription Drug (RX)
26517,"Rifampicin + Isoniazid + Ethambutol Hydrochloride + Isoniazid, Film-Coated Tablet, -",Prescription Drug (RX)
26518,"soniazid + Pyridoxine Hydrochloride, Syrup, -",Prescription Drug (RX)
26519,"Atorvastatin (as calcium trihydrate), Tablet, -",Prescription Drug (RX)
26520,"Amlodipine (as besylate) + Valsartan, Film coated Tablet, -",Prescription Drug (RX)
26521,"Topotecan (as hydrochloride), Powder for Concentrate Solution for Infusion, -",Prescription Drug (RX)
26522,"Levothyroxine sodium, Tablet, -",Prescription Drug (RX)
26523,"Ceftriaxone (As Sodium), Powder For Injection (IM/IV), -",Prescription Drug (RX)
26524,"Vildagliptin, Tablet, -",Prescription Drug (RX)
26525,"Co-Amoxiclav, Film-Coated Tablet, Antibacterial (Penicillin/Beta-lactamase inhibitor)",Prescription Drug (Rx)
26526,"Methyl Salicylate Menthol + Camphor, Liniments, -",Household Remedy (HR)
26527,"Febuxostat, Film-Coated Tablet, -",Prescription Drug (RX)
26528,"Paracetamol, Tablet, -",Over-the-Counter (OTC)
26529,"Xylometazoline hydrochloride, Nasal Solution (Drops), Nasal Drops Decongestant",Over-the-Counter (OTC)
26530,"Xylometazoline hydrochloride, Nasal Drops, -",Over-the-Counter (OTC)
26531,"Silodosin, Capsule, -",Prescription Drug (RX)
26532,"Bimatoprost + Timolol Maleate, Ophthalmic Solution, Antiglaucoma (Prostaglandin Analogue and Beta 
Blocking Agent Combination)",Prescription Drug (RX)
26533,"Bimatoprost, Ophthalmic Solution, -",Prescription Drug (RX)
26534,"Apixaban, Film- Coated Tablet, Antithrombotic Agent (Direct Factor Xa Inhibitor)",Prescription Drug (RX)
26535,"Apixaban, Film- Coated Tablet, -",Prescription Drug (RX)
26536,"Vildagliptin, Tablet, Hypoglycemic Agent (Dipeptidyl Peptidase-4 [DPP-4] 
Inhibitor)",Prescription Drug (RX)
26537,"Imatinib (as mesylate), Film-Coated Tablet, -",Prescription Drug (RX)
26538,"Clindamycin (as phosphate), Solution for Injection, Antibacterial (Lincosamide)",Prescription Drug (RX)
26539,"Potassium Chloride, Solution for Injection, -",Prescription Drug (RX)
26540,"Tobramycin (as sulfate) + Dexamethasone 
(as sodium phosphate), Sterile Ophthalmic 
Suspension (Eye Drops), Antibacterial (Aminoglycoside)/Corticosteroid",Prescription Drug (RX)
26541,"Imatinib (as mesylate), Film-Coated Tablet, Antineoplastic",Prescription Drug (RX)
26542,"Tranexamic Acid, Solution for Injection 
(IM/IV), -",Prescription Drug (RX)
26543,"Metformin Hydrochloride, Film-Coated Tablet, Oral Hypoglycemic",Prescription Drug (RX)
26544,"Ciprofloxacin (as hydrochloride), Film-Coated Tablet, -",Prescription (Rx) Drug
26545,"Metformin hydrochloride, Extended-Release Tablet, Blood Glucose-Lowering Drug (Biguanide)",Prescription Drug (RX)
26546,"Sitagliptin, Film Coated Tablet, Dipeptidyl Peptidase 4 (DPP-4) Inhibitor",Prescription Drug (RX)
26547,"Pantoprazole (As Sodium), Lyophilized Powder for Intravenous Injection, Proton Pump Inhibitor",Prescription Drug (RX)
26548,"Montelukast (as sodium) + Levocetirizine hydrochloride, Chewable Tablet, Leukotriene Receptor Antagonist-Antihistamine Combination",Prescription Drug (RX)
26549,"Ceftriaxone (As Sodium), Powder For Injection (IM/IV), Antibacterial (Third-generation Cephalosporin)",Prescription Drug (RX)
26550,"Montelukast (as sodium) + Levocetirizine 
hydrochloride, Chewable Tablet, -",Prescription Drug (RX)
26551,"Glimepiride, Film-Coated Tablet, Blood Glucose-Lowering Drug (Sulfonylurea)",Prescription Drug (RX)
26552,"Glibenclamide, Tablet, Blood Glucose-Lowering Drug (Sulfonylurea)",Prescription Drug (RX)
26553,"Olanzapine, Film-Coated Tablet, Antipsychotic",Prescription Drug (RX)
26554,"Omeprazole (as sodium monohydrate)., Lyophilized Powder for Intravenous Injection, Proton Pump Inhibitor",Prescription Drug (RX)
26555,"Budesonide, Dry Powder in Inhalation in Capsule, Corticosteroid (Glucocorticoid)",Prescription Drug (RX)
26556,"Sitagliptin, Film Coated Tablet, Dipeptidyl Peptidase 4 (DPP-4) Inhibitor",Prescription Drug (RX)
26557,"Sitagliptin, Film Coated Tablet, Dipeptidyl Peptidase 4 (DPP-4) Inhibitor",Prescription Drug (RX)
26558,"Vancomycin (as hydrochloride), Lyophilized Powder For Injection (I.V.) Infusion, -",Prescription Drug (RX)
26559,"Cefixime (as trihydrate), Film Coated Tablet, Antibacterial (Cephalosporin)",Prescription Drug (RX)
26560,"Capecitabine, Film-coated Tablet, Antimetabolite (Pyrimidine analogue)",Prescription Drug (RX)
26561,"Valacyclovir (As Hydrochloride), Film coated Tablet, Antiviral",Prescription Drug (RX)
26562,"Etoricoxib, Film-coated Tablets, Non-steroidal Anti-inflammatory and Antirheumatic",Prescription Drug (RX)
26563,"Cilostazol, Tablet, Antithrombotic Agent (Platelet Aggregation Inhibitor)",Prescription Drug (RX)
26564,"Paclitaxel, Concentrate Solution for IV 
Infusion, Antineoplastic Agent (Taxane)",Prescription Drug (RX)
26565,"Cefepime (as hydrochloride), Powder for Injection (IM/IV), Antibacterial (Fourth-generation Cephalosporin)",Prescription Drug (RX)
26566,"Rivaroxaban, Film-Coated Tablet, Antithrombotic Agent (Direct Factor Xa Inhibitor)",Prescription Drug (RX)
26567,"Gefitinib, Film-Coated Tablet, Antineoplastic (Protein Kinase Inhibitor)",Prescription Drug (RX)
26568,"Linezolid, Film-Coated Tablet, Antibacterial",Prescription Drug (RX)
